Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating,CEST,COTO,ADTO,UNTO,ININ,UNQU,TATO,GRTO,GRGR
365-64-0515,A,Yangon,Normal,Female,Electronic accessories,46.95,5,11.7375,246.4875,2/12/2019,10:25,Ewallet,234.75,4.761904762,11.7375,7.1,9.39,0.9523809523809523,0.019319051724732493,0.9523809523809523,0.4057000862193823,9.39,0.047619047619047616,0.019319051724732493,0.4057000862193823
252-56-2699,A,Yangon,Normal,Male,Food and beverages,43.19,10,21.595,453.495,2/7/2019,16:48,Ewallet,431.9,4.761904762,21.595,8.2,4.319,0.9523809523809523,0.010500457032602344,0.9523809523809523,0.22050959768464926,4.319,0.047619047619047616,0.010500457032602344,0.22050959768464926
829-34-3910,A,Yangon,Normal,Female,Health and beauty,71.38,10,35.69,749.49,3/29/2019,19:21,Cash,713.8,4.761904762,35.69,5.7,7.138,0.9523809523809523,0.006353526747521649,0.9523809523809523,0.13342406169795462,7.138,0.047619047619047616,0.006353526747521649,0.13342406169795462
299-46-1805,B,Mandalay,Member,Female,Sports and travel,93.72,6,28.116,590.436,1/15/2019,16:19,Cash,562.32,4.761904762,28.116,4.5,15.62,0.9523809523809524,0.008065065073945357,0.9523809523809524,0.16936636655285248,15.62,0.047619047619047616,0.008065065073945357,0.16936636655285248
656-95-9349,A,Yangon,Member,Female,Health and beauty,68.93,7,24.1255,506.6355,3/11/2019,11:03,Credit card,482.51,4.761904762,24.1255,4.6,9.847142857142858,0.9523809523809524,0.00939907440753757,0.9523809523809524,0.19738056255828898,9.847142857142858,0.047619047619047616,0.00939907440753757,0.19738056255828898
765-26-6951,A,Yangon,Normal,Male,Sports and travel,72.61,6,21.783,457.443,1/1/2019,10:39,Credit card,435.66,4.761904762,21.783,6.9,12.101666666666667,0.9523809523809524,0.010409831961577728,0.9523809523809524,0.21860647119313226,12.101666666666667,0.04761904761904762,0.010409831961577728,0.21860647119313226
329-62-1586,A,Yangon,Normal,Male,Food and beverages,54.67,3,8.2005,172.2105,1/21/2019,18:00,Credit card,164.01,4.761904762,8.2005,8.6,18.223333333333333,0.9523809523809523,0.027651651682098363,0.9523809523809523,0.5806846853240657,18.223333333333333,0.047619047619047616,0.027651651682098363,0.5806846853240657
319-50-3348,B,Mandalay,Normal,Female,Home and lifestyle,40.3,2,4.03,84.63,3/11/2019,15:30,Ewallet,80.6,4.761904762,4.03,4.4,20.15,0.9523809523809523,0.05626733737445351,0.9523809523809523,1.1816140848635235,20.15,0.04761904761904762,0.05626733737445351,1.1816140848635235
300-71-4605,C,Naypyitaw,Member,Male,Electronic accessories,86.04,5,21.51,451.71,2/25/2019,11:24,Ewallet,430.2,4.761904762,21.51,4.8,17.208000000000002,0.9523809523809524,0.010541951167784641,0.9523809523809524,0.22138097452347746,17.208000000000002,0.04761904761904762,0.010541951167784641,0.22138097452347746
371-85-5789,B,Mandalay,Normal,Male,Health and beauty,87.98,3,13.197,277.137,3/5/2019,10:40,Ewallet,263.94,4.761904762,13.197,5.1,29.326666666666668,0.9523809523809523,0.017182493719712633,0.9523809523809523,0.36083236811396535,29.326666666666668,0.047619047619047616,0.017182493719712633,0.36083236811396535
273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,3.32,69.72,3/15/2019,12:20,Credit card,66.4,4.761904762,3.32,4.4,16.6,0.9523809523809524,0.06830041253585772,0.9523809523809524,1.4343086632530122,16.6,0.047619047619047616,0.06830041253585772,1.4343086632530122
636-48-8204,A,Yangon,Normal,Male,Electronic accessories,34.56,5,8.64,181.44,2/17/2019,11:15,Ewallet,172.8,4.761904762,8.64,9.9,6.912000000000001,0.9523809523809524,0.026245065928130515,0.9523809523809524,0.5511463844907407,6.912000000000001,0.04761904761904762,0.026245065928130515,0.5511463844907407
549-59-1358,A,Yangon,Member,Male,Sports and travel,88.63,3,13.2945,279.1845,3/2/2019,17:36,Ewallet,265.89,4.761904762,13.2945,6.0,29.543333333333333,0.9523809523809523,0.01705647971860902,0.9523809523809523,0.35818607409078945,29.543333333333333,0.047619047619047616,0.01705647971860902,0.35818607409078945
227-03-5010,A,Yangon,Member,Female,Home and lifestyle,52.59,8,21.036,441.756,3/22/2019,19:20,Credit card,420.72,4.761904762,21.036,8.5,6.57375,0.9523809523809526,0.01077949085467996,0.9523809523809526,0.22636930794827914,6.57375,0.04761904761904762,0.01077949085467996,0.22636930794827914
649-29-6775,B,Mandalay,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,2/8/2019,15:31,Cash,33.52,4.761904762,1.676,6.7,33.52,0.9523809523809526,0.13529675991589954,0.9523809523809526,2.8412319582338905,33.52,0.04761904761904762,0.13529675991589954,2.8412319582338905
189-17-4241,A,Yangon,Normal,Female,Fashion accessories,87.67,2,8.767,184.107,3/10/2019,12:17,Credit card,175.34,4.761904762,8.767,7.7,43.835,0.9523809523809524,0.02586487619699414,0.9523809523809524,0.543162400136877,43.835,0.047619047619047616,0.02586487619699414,0.543162400136877
145-94-9061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,1/25/2019,19:48,Cash,441.8,4.761904762,22.09,9.6,17.672,0.9523809523809524,0.010265159330875856,0.9523809523809524,0.21556834594839294,17.672,0.04761904761904762,0.010265159330875856,0.21556834594839294
848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89,9,11.2005,235.2105,3/15/2019,15:36,Cash,224.01,4.761904762,11.2005,7.4,2.7655555555555558,0.9523809523809523,0.0202452899084012,0.9523809523809523,0.4251510880764252,2.7655555555555558,0.047619047619047616,0.0202452899084012,0.4251510880764252
871-79-8483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,2/25/2019,19:39,Credit card,470.65,4.761904762,23.5325,4.8,18.826,0.9523809523809523,0.009635923493850956,0.9523809523809523,0.2023543933708701,18.826,0.047619047619047616,0.009635923493850956,0.2023543933708701
149-71-6266,B,Mandalay,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,1/28/2019,12:43,Cash,702.63,4.761904762,35.1315,4.5,8.674444444444443,0.9523809523809524,0.006454531392597745,0.9523809523809524,0.1355451592445526,8.674444444444443,0.04761904761904762,0.006454531392597745,0.1355451592445526
640-49-2076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,33.512,703.752,1/10/2019,14:49,Cash,670.24,4.761904762,33.512,5.1,10.4725,0.9523809523809524,0.0067664529010219516,0.9523809523809524,0.14209551092146097,10.4725,0.04761904761904762,0.0067664529010219516,0.14209551092146097
595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.658,202.818,3/15/2019,10:12,Credit card,193.16,4.761904762,9.658,5.1,48.29,0.9523809523809523,0.023478708802966205,0.9523809523809523,0.4930528848622904,48.29,0.047619047619047616,0.023478708802966205,0.4930528848622904
183-56-6882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,2/6/2019,10:42,Ewallet,397.68,4.761904762,19.884,7.5,24.855,0.9523809523809523,0.011404011749097144,0.9523809523809523,0.23948424673104005,24.855,0.047619047619047616,0.011404011749097144,0.23948424673104005
232-16-2483,C,Naypyitaw,Member,Female,Sports and travel,68.12,1,3.406,71.526,1/7/2019,12:28,Ewallet,68.12,4.761904762,3.406,6.8,68.12,0.9523809523809524,0.06657585719878087,0.9523809523809524,1.3980930011743982,68.12,0.04761904761904762,0.06657585719878087,1.3980930011743982
129-29-8530,A,Yangon,Member,Male,Sports and travel,62.62,5,15.655,328.755,3/10/2019,19:15,Ewallet,313.1,4.761904762,15.655,7.0,12.524,0.9523809523809524,0.014484661106294962,0.9523809523809524,0.30417788323219425,12.524,0.047619047619047616,0.014484661106294962,0.30417788323219425
272-65-1806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,27.396,575.316,1/15/2019,17:17,Ewallet,547.92,4.761904762,27.396,4.7,6.764444444444445,0.9523809523809522,0.008277024734233014,0.9523809523809522,0.17381751941889328,6.764444444444445,0.047619047619047616,0.008277024734233014,0.17381751941889328
333-73-7901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,21.968,461.328,3/23/2019,13:24,Ewallet,439.36,4.761904762,21.968,7.6,6.865,0.9523809523809524,0.010322167225921688,0.9523809523809524,0.21676551174435543,6.865,0.04761904761904762,0.010322167225921688,0.21676551174435543
777-82-7220,B,Mandalay,Member,Male,Home and lifestyle,30.12,8,12.048,253.008,3/3/2019,13:01,Cash,240.96,4.761904762,12.048,7.7,3.765,0.9523809523809523,0.018821162816986026,0.9523809523809523,0.39524441915670655,3.765,0.047619047619047616,0.018821162816986026,0.39524441915670655
280-35-5823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,1/17/2019,18:45,Ewallet,86.72,4.761904762,4.336,7.9,86.72,0.9523809523809524,0.05229644133280619,0.9523809523809524,1.09822526798893,86.72,0.04761904761904762,0.05229644133280619,1.09822526798893
554-53-8700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,2/2/2019,10:11,Cash,112.22,4.761904762,5.611,6.3,28.055,0.9523809523809523,0.04041300474408263,0.9523809523809523,0.8486730996257352,28.055,0.047619047619047616,0.04041300474408263,0.8486730996257352
354-25-5821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.456,2/8/2019,13:03,Cash,414.72,4.761904762,20.736,5.6,11.520000000000001,0.9523809523809524,0.010935444136721047,0.9523809523809524,0.22964432687114197,11.520000000000001,0.047619047619047616,0.010935444136721047,0.22964432687114197
228-96-1411,C,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,3/4/2019,20:39,Cash,789.6,4.761904762,39.48,7.6,12.3375,0.9523809523809523,0.005743601054180538,0.9523809523809523,0.12061562213779131,12.3375,0.04761904761904761,0.005743601054180538,0.12061562213779131
617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,1.537,32.277,3/16/2019,19:47,Cash,30.74,4.761904762,1.537,7.2,7.685,0.9523809523809523,0.14753244607615332,0.9523809523809523,3.09818136759922,7.685,0.047619047619047616,0.14753244607615332,3.09818136759922
132-32-9879,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.632,3/9/2019,18:00,Cash,375.84,4.761904762,18.792,9.5,23.49,0.9523809523809523,0.01206669697845081,0.9523809523809523,0.25340063654746703,23.49,0.04761904761904762,0.01206669697845081,0.25340063654746703
370-41-7321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,535.7205,2/27/2019,17:24,Credit card,510.21,4.761904762,25.5105,8.4,6.2988888888888885,0.9523809523809523,0.008888785779151628,0.9523809523809523,0.1866645013621842,6.2988888888888885,0.047619047619047616,0.008888785779151628,0.1866645013621842
727-46-3608,B,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,2/6/2019,15:47,Ewallet,180.09,4.761904762,9.0045,4.1,2.2233333333333336,0.9523809523809523,0.025182671955027776,0.9523809523809523,0.5288361110555834,2.2233333333333336,0.047619047619047616,0.025182671955027776,0.5288361110555834
669-54-1719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.259,2/10/2019,12:45,Credit card,113.58,4.761904762,5.679,8.1,3.155,0.9523809523809523,0.03992910188748858,0.9523809523809523,0.8385111396372601,3.155,0.04761904761904762,0.03992910188748858,0.8385111396372601
574-22-5561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.315,867.615,3/19/2019,17:08,Ewallet,826.3,4.761904762,41.315,7.9,8.263,0.9523809523809523,0.005488499809247189,0.9523809523809523,0.11525849599419098,8.263,0.047619047619047616,0.005488499809247189,0.11525849599419098
326-78-5178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,2/3/2019,10:19,Cash,639.8,4.761904762,31.99,9.5,13.057142857142859,0.9523809523809523,0.0070883829202578194,0.9523809523809523,0.14885604132541422,13.057142857142859,0.047619047619047616,0.0070883829202578194,0.14885604132541422
162-48-8011,A,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,2/10/2019,15:10,Cash,222.95,4.761904762,11.1475,8.5,8.918000000000001,0.9523809523809523,0.020341544706799518,0.9523809523809523,0.4271724388427899,8.918000000000001,0.04761904761904762,0.020341544706799518,0.4271724388427899
616-24-2851,B,Mandalay,Member,Female,Fashion accessories,17.87,4,3.574,75.054,3/22/2019,14:42,Ewallet,71.48,4.761904762,3.574,6.5,4.4675,0.9523809523809524,0.06344638209822262,0.9523809523809524,1.3323740240626751,4.4675,0.047619047619047616,0.06344638209822262,1.3323740240626751
778-71-5554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,0.7715,16.2015,1/25/2019,15:46,Credit card,15.43,4.761904762,0.7715,6.1,15.43,0.9523809523809524,0.29391752380952385,0.9523809523809524,6.172268000000001,15.43,0.047619047619047616,0.29391752380952385,6.172268000000001
242-55-6721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,3/7/2019,11:49,Ewallet,32.32,4.761904762,1.616,6.5,8.08,0.9523809523809524,0.14032015446723245,0.9523809523809524,2.9467232438118813,8.08,0.04761904761904762,0.14032015446723245,2.9467232438118813
399-46-5918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,2/28/2019,19:01,Cash,687.84,4.761904762,34.392,8.2,10.7475,0.9523809523809524,0.006593317330165377,0.9523809523809524,0.1384596639334729,10.7475,0.04761904761904762,0.006593317330165377,0.1384596639334729
106-35-6779,A,Yangon,Member,Male,Home and lifestyle,44.34,2,4.434,93.114,3/27/2019,11:26,Cash,88.68,4.761904762,4.434,5.8,22.17,0.9523809523809524,0.05114058854737204,0.9523809523809524,1.0739523594948128,22.17,0.047619047619047616,0.05114058854737204,1.0739523594948128
635-40-6220,A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,752.64,2/7/2019,11:28,Ewallet,716.8,4.761904762,35.84,6.6,11.2,0.9523809523809523,0.006326935536245749,0.9523809523809523,0.1328656462611607,11.2,0.04761904761904762,0.006326935536245749,0.1328656462611607
817-48-8732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,1/20/2019,15:55,Cash,723.5,4.761904762,36.175,5.4,7.234999999999999,0.9523809523809524,0.006268344702668905,0.9523809523809524,0.13163523875604702,7.234999999999999,0.047619047619047616,0.006268344702668905,0.13163523875604702
120-06-4233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,3/12/2019,20:36,Cash,183.66,4.761904762,9.183,9.3,5.101666666666667,0.9523809523809524,0.024693168857568077,0.9523809523809524,0.5185565460089296,5.101666666666667,0.04761904761904762,0.024693168857568077,0.5185565460089296
285-68-5083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.711,77.931,2/15/2019,17:47,Credit card,74.22,4.761904762,3.711,10.0,8.246666666666666,0.9523809523809524,0.061104114691201195,0.9523809523809524,1.2831864085152251,8.246666666666666,0.047619047619047616,0.061104114691201195,1.2831864085152251
803-83-5989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,2/24/2019,10:55,Ewallet,334.38,4.761904762,16.719,7.0,9.288333333333332,0.9523809523809524,0.013562854813029945,0.9523809523809524,0.2848199510736288,9.288333333333332,0.04761904761904762,0.013562854813029945,0.2848199510736288
347-34-2234,B,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,2/3/2019,13:40,Ewallet,495.63,4.761904762,24.7815,10.0,6.118888888888889,0.9523809523809523,0.009150268128202393,0.9523809523809523,0.19215563069225028,6.118888888888889,0.047619047619047616,0.009150268128202393,0.19215563069225028
199-75-8169,A,Yangon,Member,Male,Sports and travel,15.81,10,7.905,166.005,3/6/2019,12:27,Credit card,158.1,4.761904762,7.905,8.6,1.581,0.9523809523809523,0.028685309249721395,0.9523809523809523,0.6023914942441493,1.581,0.04761904761904762,0.028685309249721395,0.6023914942441493
853-23-2453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.148,318.108,2/14/2019,14:35,Cash,302.96,4.761904762,15.148,7.6,18.935,0.9523809523809523,0.014969459309416929,0.9523809523809523,0.3143586454977555,18.935,0.047619047619047616,0.014969459309416929,0.3143586454977555
877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,7.935,166.635,3/13/2019,16:40,Cash,158.7,4.761904762,7.935,5.8,1.587,0.9523809523809523,0.028576858175053264,0.9523809523809523,0.6001140216761185,1.587,0.047619047619047616,0.028576858175053264,0.6001140216761185
838-78-4295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.347,70.287,2/10/2019,15:43,Ewallet,66.94,4.761904762,3.347,6.7,16.735,0.9523809523809522,0.06774943818913881,0.9523809523809522,1.4227382019719153,16.735,0.047619047619047616,0.06774943818913881,1.4227382019719153
109-28-2512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,29.283,614.943,1/7/2019,15:01,Ewallet,585.66,4.761904762,29.283,9.9,16.268333333333334,0.9523809523809523,0.007743652276715078,0.9523809523809523,0.16261669781101665,16.268333333333334,0.04761904761904762,0.007743652276715078,0.16261669781101665
232-11-3025,A,Yangon,Normal,Male,Sports and travel,78.77,10,39.385,827.085,1/24/2019,10:04,Cash,787.7,4.761904762,39.385,6.4,7.877,0.9523809523809524,0.005757455112836045,0.9523809523809524,0.12090655736955695,7.877,0.047619047619047616,0.005757455112836045,0.12090655736955695
382-03-4532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,2/2/2019,18:50,Cash,18.33,4.761904762,0.9165,4.3,18.33,0.9523809523809522,0.2474166607954693,0.9523809523809522,5.1957498767048556,18.33,0.047619047619047616,0.2474166607954693,5.1957498767048556
393-65-2792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,44.74,939.54,1/6/2019,12:46,Credit card,894.8,4.761904762,44.74,9.6,8.948,0.9523809523809523,0.005068336379504865,0.9523809523809523,0.10643506396960214,8.948,0.04761904761904762,0.005068336379504865,0.10643506396960214
796-12-2025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,2/11/2019,16:19,Cash,621.2,4.761904762,31.06,5.9,6.212,0.9523809523809524,0.007300623619415571,0.9523809523809524,0.153313096007727,6.212,0.047619047619047616,0.007300623619415571,0.153313096007727
510-95-6347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.838,3/5/2019,18:17,Ewallet,145.56,4.761904762,7.278,4.0,16.173333333333336,0.9523809523809524,0.031156549823996654,0.9523809523809524,0.6542875463039297,16.173333333333336,0.047619047619047616,0.031156549823996654,0.6542875463039297
841-35-6630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,3/9/2019,18:21,Cash,455.46,4.761904762,22.773,8.7,12.651666666666666,0.9523809523809523,0.009957290195365022,0.9523809523809523,0.20910309410266545,12.651666666666666,0.047619047619047616,0.009957290195365022,0.20910309410266545
287-21-9091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,1/22/2019,10:55,Ewallet,672.03,4.761904762,33.6015,9.4,8.296666666666667,0.9523809523809524,0.006748429969467067,0.9523809523809524,0.1417170293588084,8.296666666666667,0.04761904761904762,0.006748429969467067,0.1417170293588084
732-94-0499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,20.825,437.325,1/13/2019,17:04,Credit card,416.5,4.761904762,20.825,5.4,4.165,0.9523809523809524,0.010888709225404448,0.9523809523809524,0.2286628937334934,4.165,0.047619047619047616,0.010888709225404448,0.2286628937334934
263-10-3913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,22.068,463.428,1/9/2019,14:20,Credit card,441.36,4.761904762,22.068,8.6,5.448888888888889,0.9523809523809524,0.010275392859300691,0.9523809523809524,0.21578325004531448,5.448888888888889,0.04761904761904762,0.010275392859300691,0.21578325004531448
381-20-0914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,1/12/2019,15:48,Credit card,180.09,4.761904762,9.0045,5.7,2.2233333333333336,0.9523809523809523,0.025182671955027776,0.9523809523809523,0.5288361110555834,2.2233333333333336,0.047619047619047616,0.025182671955027776,0.5288361110555834
829-49-1914,C,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.155,822.255,3/5/2019,16:24,Ewallet,783.1,4.761904762,39.155,6.6,7.831,0.9523809523809524,0.005791274923229412,0.9523809523809524,0.12161677338781765,7.831,0.04761904761904762,0.005791274923229412,0.12161677338781765
756-01-7507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.095,106.995,1/22/2019,18:56,Cash,101.9,4.761904762,5.095,6.0,4.076,0.9523809523809524,0.04450586253563251,0.9523809523809524,0.9346231132482827,4.076,0.047619047619047616,0.04450586253563251,0.9346231132482827
870-72-4431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.757,624.897,1/21/2019,14:42,Credit card,595.14,4.761904762,29.757,5.5,16.531666666666666,0.9523809523809523,0.00762030344520777,0.9523809523809523,0.16002637234936318,16.531666666666666,0.047619047619047616,0.00762030344520777,0.16002637234936318
847-38-7188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.542,1/26/2019,19:56,Ewallet,290.04,4.761904762,14.502,6.4,32.22666666666667,0.9523809523809526,0.015636282555443914,0.9523809523809526,0.32836193366432215,32.22666666666667,0.04761904761904762,0.015636282555443914,0.32836193366432215
480-63-2856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,1/23/2019,18:37,Ewallet,154.0,4.761904762,7.7,6.6,2.40625,0.9523809523809524,0.02944900904143476,0.9523809523809524,0.6184291898701298,2.40625,0.04761904761904762,0.02944900904143476,0.6184291898701298
787-56-0757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,2/23/2019,18:45,Credit card,321.44,4.761904762,16.072,8.3,20.09,0.9523809523809523,0.01410884579511247,0.9523809523809523,0.2962857616973619,20.09,0.047619047619047616,0.01410884579511247,0.2962857616973619
360-39-5055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,3/9/2019,10:17,Cash,244.55,4.761904762,12.2275,6.6,9.782,0.9523809523809526,0.01854486768505808,0.9523809523809526,0.38944222138621964,9.782,0.04761904761904762,0.01854486768505808,0.38944222138621964
730-50-9884,C,Naypyitaw,Normal,Female,Sports and travel,83.06,7,29.071,610.491,3/5/2019,14:31,Ewallet,581.42,4.761904762,29.071,4.0,11.865714285714287,0.9523809523809523,0.007800122789688956,0.9523809523809523,0.16380257858346806,11.865714285714287,0.04761904761904762,0.007800122789688956,0.16380257858346806
362-58-8315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,3/25/2019,10:23,Cash,382.6,4.761904762,19.13,9.9,15.303999999999998,0.9523809523809524,0.011853495536803326,0.9523809523809524,0.24892340627286988,15.303999999999998,0.047619047619047616,0.011853495536803326,0.24892340627286988
633-44-8566,A,Yangon,Member,Male,Food and beverages,49.38,7,17.283,362.943,3/27/2019,20:35,Credit card,345.66,4.761904762,17.283,7.3,7.054285714285714,0.9523809523809524,0.013120255141991995,0.9523809523809524,0.27552535798183186,7.054285714285714,0.04761904761904762,0.013120255141991995,0.27552535798183186
504-35-8843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,1/2/2019,16:57,Cash,42.47,4.761904762,2.1235,5.7,42.47,0.9523809523809523,0.10678472786392637,0.9523809523809523,2.2424792851424535,42.47,0.047619047619047616,0.10678472786392637,2.2424792851424535
318-68-5053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.097,485.037,2/27/2019,17:55,Cash,461.94,4.761904762,23.097,6.1,12.831666666666665,0.9523809523809524,0.009817611361607467,0.9523809523809524,0.20616983859375676,12.831666666666665,0.04761904761904762,0.009817611361607467,0.20616983859375676
